customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,charge_ratio,tenure_group,total_services,charges_difference
9242-TKFSV,1,0,1,1,72.0,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,0,0.9858864606777021,4-6yr,6,67.10000000000036
9290-SHCMB,0,1,0,0,13.0,1,0,1,0,0,2,0,2,2,0,1,2,96.85,1235.55,0,1.0190198696936588,1-2yr,3,-23.5
0743-HNPFG,1,0,0,1,29.0,1,0,1,2,2,0,2,0,2,1,1,1,70.55,3562.5,0,0.5743017543859649,2-4yr,4,1516.5500000000002
2277-BKJKN,0,1,1,0,71.0,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,0,0.9763576503205684,4-6yr,4,170.55000000000018
9809-IMGCQ,1,1,0,0,29.0,1,2,1,0,0,0,0,2,2,0,1,2,96.7,2082.95,1,1.34631172135673,2-4yr,2,-721.3500000000004
5208-HFSBT,0,0,0,0,2.0,1,0,0,0,2,0,2,0,0,0,1,1,55.05,102.75,1,1.0715328467153284,0-1yr,2,-7.349999999999994
5035-PGZXH,0,0,0,0,29.0,1,2,1,0,2,2,0,0,2,1,1,2,70.55,5914.4,0,0.3459268903016367,2-4yr,3,3868.45
8695-WDYEA,1,0,0,0,29.0,1,0,1,2,0,0,0,0,0,0,0,3,70.55,51.25,0,39.9209756097561,2-4yr,1,-1994.6999999999998
6543-JXSOO,0,0,1,1,23.0,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,0,1.0353899520598668,1-2yr,3,-45.40000000000009
8016-ZMGMO,0,1,1,0,66.0,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,0,0.9867583907488101,4-6yr,3,62.75000000000091
8605-ITULD,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0,1.0,0-1yr,0,0.0
3254-YRILK,1,1,0,0,19.0,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8,1,0.9436873521792996,1-2yr,2,100.0
6416-YJTTB,1,0,0,0,11.0,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65,0,1.099101363664928,0-1yr,2,-78.85000000000002
2667-WYLWJ,0,0,1,1,8.0,1,0,2,1,1,1,1,1,1,1,1,3,19.75,145.0,1,1.089655172413793,0-1yr,0,-13.0
4472-VESGY,0,0,1,1,52.0,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,0,1.0221091841230425,4-6yr,4,-110.40000000000055
3195-TQDZX,1,0,0,0,29.0,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45,0,9.556550040683483,2-4yr,0,-525.8
3128-YOVTD,0,0,1,1,51.0,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,0,1.0045041121797664,4-6yr,2,-18.09999999999991
0529-ONKER,1,1,0,0,29.0,1,2,1,0,0,0,0,0,0,0,0,2,70.55,1146.65,1,1.7842846553002223,2-4yr,0,-899.2999999999997
1728-CXQBE,1,1,0,0,29.0,1,2,1,0,2,2,0,0,2,0,1,2,70.55,6081.4,0,0.3364274673594896,2-4yr,3,4035.45
7041-TXQJH,0,0,0,0,37.0,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0,1.0057815194238768,2-4yr,2,-8.550000000000182
5014-GSOUQ,1,0,0,0,29.0,1,0,2,1,1,1,1,0,1,2,0,3,70.55,243.65,0,8.397085983993431,2-4yr,0,-1802.2999999999997
5724-BIDBU,1,0,1,0,49.0,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,0,1.029689249985763,4-6yr,1,-78.20000000000027
0481-SUMCB,0,1,0,0,45.0,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,0,0.9707307801957616,2-4yr,3,138.60000000000036
1769-GRUIK,0,0,0,0,29.0,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75,0,1.6524944900821479,2-4yr,0,-814.1499999999996
5240-IJOQT,1,1,0,0,29.0,1,2,1,0,0,0,0,0,0,0,1,2,74.7,74.7,1,29.000000000000004,2-4yr,0,-2091.6000000000004
8819-WFGGJ,1,0,1,0,68.0,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,0,0.9695084991434971,4-6yr,4,115.69999999999982
7427-AUFPY,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,2,0,1,70.55,1008.7,0,2.0283037573113907,2-4yr,0,-1037.2499999999998
2811-POVEX,0,1,1,1,23.0,1,0,1,0,2,2,0,0,2,0,1,0,88.45,2130.55,0,0.954847339888761,1-2yr,3,96.20000000000005
1092-GANHU,1,0,0,0,29.0,1,0,1,0,0,2,0,0,0,0,1,2,70.55,1313.55,1,1.5575729892276655,2-4yr,1,-732.3999999999999
7898-PDWQE,1,0,1,0,71.0,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,0,0.9967261203216261,4-6yr,5,18.74999999999909
9972-EWRJS,0,0,0,1,29.0,1,0,1,1,1,1,1,0,1,2,1,0,70.55,1372.9,0,1.4902396387209553,2-4yr,0,-673.0499999999997
9314-IJWSQ,0,0,1,1,29.0,1,2,1,0,0,0,0,0,0,0,1,2,70.55,1203.9,0,1.6994351690339726,2-4yr,0,-842.0499999999997
0661-XEYAN,0,1,0,0,29.0,0,1,0,0,0,0,0,0,0,0,1,3,25.8,25.8,1,29.0,2-4yr,0,-722.4000000000001
5799-JRCZO,0,0,0,1,29.0,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1,0,0.46539379474940334,2-4yr,0,649.5999999999999
1921-KYSAY,0,0,0,0,41.0,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,0,0.9775985818807458,2-4yr,3,64.45000000000027
6198-RTPMF,0,0,1,0,17.0,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0,0.9965183262644806,1-2yr,2,5.500000000000227
2924-KHUVI,1,0,1,0,56.0,1,2,1,2,0,0,0,2,2,1,1,2,100.55,5514.95,0,1.0210065367773054,4-6yr,3,-115.85000000000036
1925-GMVBW,0,0,0,0,5.0,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1,0,1.0691987513007286,0-1yr,0,-6.650000000000006
7881-EVUAD,0,0,0,0,2.0,0,1,0,2,2,0,0,0,2,0,1,2,42.6,72.4,1,1.1767955801104972,0-1yr,3,-12.799999999999997
6184-DYUOB,0,0,1,0,29.0,1,0,2,1,1,1,1,1,1,0,1,3,19.6,55.25,0,10.287782805429865,2-4yr,0,-513.1500000000001
9207-ZPANB,1,0,0,0,37.0,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2443.3,0,1.0214259403266075,2-4yr,4,-52.34999999999991
5766-XQXMQ,0,0,0,0,29.0,1,0,0,2,2,2,0,0,2,0,1,0,68.85,1970.5,1,1.0132707434661252,2-4yr,4,-26.149999999999864
9327-QSDED,1,0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4,0,1.0387596899224807,0-1yr,0,-13.0
1656-DRSMG,0,0,0,0,63.0,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,0,0.9882335301551488,4-6yr,5,82.40000000000055
3012-VFFMN,0,0,1,1,7.0,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95,0,0.9094054734193142,0-1yr,0,14.400000000000006
2984-AFWNC,0,0,0,0,3.0,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0,0.9762920006822448,0-1yr,3,6.949999999999932
0640-YJTPY,1,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1493.75,0,1.0122175732217573,4-6yr,0,-18.25
8096-LOIST,0,0,0,0,19.0,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0,0.9765867934882019,1-2yr,1,25.600000000000136
9764-REAFF,0,0,1,0,59.0,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,0,1.0262324526161555,4-6yr,0,-27.75
3703-VAVCL,1,0,1,1,29.0,1,0,1,0,0,2,2,0,2,0,0,1,90.0,190.05,1,13.733228097868981,2-4yr,3,-2419.95
7107-UBYKY,0,0,1,1,35.0,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0,1.0211886012123959,2-4yr,0,-18.700000000000045
4881-GQJTW,1,0,0,0,14.0,1,0,2,1,1,1,1,1,1,0,0,1,19.6,300.4,0,0.9134487350199735,1-2yr,0,25.999999999999943
8519-QJGJD,0,0,0,0,29.0,1,0,1,0,0,2,0,0,0,0,0,2,70.55,1025.95,1,1.9942004971002485,2-4yr,1,-1019.9999999999998
7876-DNYAP,0,0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95,0,0.9507637704860991,4-6yr,0,70.75
7905-NJMXS,1,1,0,0,29.0,1,2,1,2,2,0,2,0,0,0,0,2,70.55,475.0,0,4.307263157894736,2-4yr,3,-1570.9499999999998
2882-WDTBA,1,0,0,1,29.0,1,0,1,2,2,2,2,0,0,2,1,0,70.55,5388.15,0,0.37971288846821266,2-4yr,4,3342.2
2091-GPPIQ,0,0,1,1,72.0,1,2,0,0,2,0,2,2,2,2,1,2,78.95,5730.15,0,0.9920159158137223,4-6yr,4,45.74999999999909
6326-MTTXK,1,0,0,0,8.0,1,2,1,0,2,0,0,2,2,0,0,2,100.85,819.55,1,0.9844426819596119,0-1yr,3,12.75
5071-FBJFS,0,0,0,1,29.0,1,0,1,2,0,0,0,0,0,0,0,2,70.55,217.1,0,9.423998157531091,2-4yr,1,-1828.85
2796-UUZZO,1,0,1,1,63.0,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,0,1.033198198658184,4-6yr,2,-162.54999999999927
2429-AYKKO,1,0,0,0,72.0,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0,0.9965832229272716,4-6yr,0,4.899999999999864
9798-OPFEM,0,0,0,0,46.0,1,0,2,1,1,1,1,1,1,2,1,2,21.1,937.1,0,1.035748586063387,2-4yr,0,-33.5
0330-IVZHA,0,0,1,0,29.0,1,0,1,0,0,0,0,0,0,0,0,2,70.55,330.15,1,6.197031652279268,2-4yr,0,-1715.7999999999997
3794-NFNCH,1,0,1,0,29.0,1,0,0,0,0,2,0,0,0,0,1,3,70.55,1474.9,0,1.3871787917824936,2-4yr,1,-571.0499999999997
5193-QLVZB,1,0,0,0,29.0,1,2,1,0,2,2,0,0,2,2,1,0,70.55,6536.5,0,0.3130039011703511,2-4yr,3,4490.55
7114-AEOZE,0,0,0,0,60.0,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1128.1,0,1.0557574683095472,4-6yr,0,-62.90000000000009
2886-KEFUM,0,0,1,0,63.0,1,2,1,0,2,2,0,2,2,1,1,2,107.5,6873.75,1,0.9852700490998363,4-6yr,4,101.25
5522-NYKPB,1,0,1,1,25.0,1,0,1,0,0,0,2,2,0,0,0,2,85.9,2199.05,0,0.9765580591619109,2-4yr,2,51.55000000000018
4237-RLAQD,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1,1.0,0-1yr,0,0.0
9957-YODKZ,1,1,0,0,29.0,1,2,1,0,0,2,0,0,0,0,1,2,70.55,457.1,0,4.475935243929118,2-4yr,1,-1588.85
6518-KZXCB,1,0,0,0,22.0,1,2,2,1,1,1,1,1,1,2,0,3,25.25,566.5,0,0.9805825242718447,1-2yr,0,11.0
2245-ADZFJ,0,0,1,1,31.0,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6,0,1.0102969736203269,2-4yr,4,-25.449999999999818
7776-QGYJC,0,0,1,1,29.0,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,0,0.7606281981141183,2-4yr,2,743.8000000000002
9313-QOLTZ,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,0,0,3,70.55,518.3,0,3.9474242716573413,2-4yr,0,-1527.6499999999999
9651-GTSAQ,0,0,1,0,53.0,1,0,1,2,2,2,0,2,2,1,1,0,106.1,5769.75,1,0.974617617747736,4-6yr,5,146.45000000000073
3186-BAXNB,0,0,0,0,1.0,1,0,1,0,2,0,2,2,0,0,0,2,91.7,91.7,1,1.0,0-1yr,3,0.0
4672-FOTSD,1,0,0,0,29.0,1,2,0,2,2,0,2,0,0,0,1,2,67.25,832.3,0,2.343205574912892,2-4yr,3,-1117.95
0637-YLETY,0,0,0,0,29.0,1,2,1,0,2,2,0,0,2,0,1,1,70.55,1555.65,1,1.3151737215954744,2-4yr,3,-490.2999999999997
9818-XQCUV,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,0,0,3,70.55,45.3,0,45.1644591611479,2-4yr,0,-2000.6499999999999
7338-ERIVA,1,0,0,1,39.0,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1790.6,0,0.9812074165084329,2-4yr,3,33.65000000000009
1157-BQCUW,1,0,0,0,29.0,1,2,1,0,0,0,0,0,0,0,1,2,74.95,74.95,1,29.0,2-4yr,0,-2098.6000000000004
8259-NFJTV,0,0,1,1,29.0,0,1,0,2,0,0,2,0,0,0,0,3,70.55,246.6,0,8.296634225466343,2-4yr,2,-1799.35
3223-DWFIO,1,1,0,0,4.0,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,0,1.0601949168736862,0-1yr,0,-15.75
2660-EMUBI,1,1,0,0,29.0,1,2,1,0,0,0,0,2,2,0,1,2,95.35,898.35,1,3.0780319474592304,2-4yr,2,-1866.7999999999997
6968-GMKPR,0,0,0,0,29.0,1,0,1,0,2,2,0,0,0,0,1,2,70.55,4509.5,0,0.4536977491961415,2-4yr,2,2463.55
4751-ERMAN,1,0,1,1,29.0,1,0,0,0,2,2,0,0,2,2,1,0,70.55,5480.25,0,0.3733315085990603,2-4yr,3,3434.3
1436-ZMJAN,0,0,1,0,10.0,1,0,0,0,0,2,0,2,2,0,1,1,67.8,653.15,0,1.038046390568782,0-1yr,3,-24.850000000000023
3292-PBZEJ,1,1,0,0,11.0,1,2,1,0,2,2,2,2,2,0,1,2,111.4,1183.05,0,1.0357973035797305,0-1yr,5,-42.350000000000136
0799-DDIHE,0,0,1,1,29.0,1,0,0,0,0,0,0,0,0,0,0,2,70.55,639.45,0,3.199546485260771,2-4yr,0,-1406.4999999999998
3070-FNFZQ,0,0,1,1,23.0,1,0,2,1,1,1,1,1,1,2,0,0,20.4,478.75,0,0.9800522193211487,1-2yr,0,9.550000000000011
2812-SFXMJ,1,0,0,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,1.0,0-1yr,0,0.0
7675-OZCZG,0,1,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,2,45.0,127.1,1,1.0621557828481512,0-1yr,0,-7.900000000000006
5014-WUQMG,1,0,1,1,47.0,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,0,1.0285213312231722,2-4yr,4,-125.25
5312-TSZVC,0,0,0,1,15.0,1,0,2,1,1,1,1,1,1,1,0,3,19.65,270.6,0,1.0892461197339243,1-2yr,0,-24.149999999999977
2003-CKLOR,1,0,0,0,29.0,1,0,1,0,2,2,0,2,2,0,0,2,99.5,6710.5,1,0.4299977646971164,2-4yr,4,3825.0
0993-OSGPT,0,1,1,0,68.0,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,0,1.0372997308785432,4-6yr,3,-148.29999999999973
9254-RBFON,0,0,1,1,17.0,1,0,1,0,0,2,2,2,2,1,0,0,98.6,1704.95,1,0.9831373354057302,1-2yr,4,28.750000000000227
1205-WNWPJ,0,0,0,0,29.0,1,0,0,0,0,0,2,0,0,0,1,3,70.55,415.95,1,4.918740233201106,2-4yr,1,-1629.9999999999998
9391-EOYLI,1,1,1,0,12.0,1,0,1,0,0,0,0,0,2,0,1,2,80.45,950.2,1,1.0159966322879395,0-1yr,1,-15.200000000000045
7108-DGVUU,0,1,1,0,29.0,1,2,0,0,2,2,0,0,2,1,0,0,71.7,1497.05,0,1.388931565411977,2-4yr,3,-582.2500000000002
2782-JEEBU,1,0,0,0,21.0,0,1,0,0,2,0,2,0,0,0,1,3,36.0,780.15,0,0.9690444145356663,1-2yr,2,24.149999999999977
5127-BZENZ,0,0,0,1,29.0,1,2,1,2,0,0,0,0,0,1,0,0,70.55,3512.15,0,0.5825349145110544,2-4yr,1,1466.2000000000003
2720-FVBQP,0,0,1,1,6.0,1,2,0,0,0,0,0,0,0,0,1,1,48.95,273.25,0,1.0748398902104301,0-1yr,0,-20.450000000000045
9906-NHHVC,0,1,0,0,65.0,0,1,0,0,2,2,0,2,2,2,1,0,53.5,3517.9,0,0.9885158759487194,4-6yr,4,40.40000000000009
4522-XRWWI,1,0,1,0,42.0,1,2,0,2,0,0,2,2,2,1,0,1,80.45,3375.9,0,1.0008886519150448,2-4yr,4,-3.0
3766-EJLFL,0,0,1,1,29.0,1,2,1,2,0,2,2,0,2,2,1,0,70.55,7508.55,0,0.27248270305185424,2-4yr,4,5462.6
5939-SXWHM,1,0,1,1,48.0,1,2,2,1,1,1,1,1,1,2,0,0,26.3,1245.05,0,1.0139351833259709,2-4yr,0,-17.350000000000136
8152-UOBNY,0,1,0,0,50.0,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,0,0.9985134490786188,4-6yr,4,7.949999999999818
7351-KYHQH,0,1,0,0,7.0,1,0,0,0,2,2,0,2,0,0,1,2,64.95,493.65,0,0.9209966575508964,0-1yr,3,38.99999999999994
7643-RCHXS,0,0,1,1,63.0,1,0,2,1,1,1,1,1,1,2,0,2,19.35,1263.85,0,0.9645527554693992,4-6yr,0,44.79999999999973
8246-SHFGA,1,0,0,0,17.0,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,0,0.9303592270782001,1-2yr,0,26.849999999999966
8387-MOJJT,0,0,1,1,42.0,1,0,1,0,0,0,0,2,0,0,1,1,77.95,3384.0,1,0.9674645390070923,2-4yr,1,110.09999999999991
0620-XEFWH,1,0,1,1,29.0,1,0,2,1,1,1,1,1,1,0,0,3,18.85,84.2,0,6.49228028503563,2-4yr,0,-462.4500000000001
6485-QXWWE,0,0,0,1,62.0,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1638.7,0,0.9837065966925002,4-6yr,0,26.700000000000045
2761-OCIAX,1,1,0,0,29.0,1,0,1,0,2,0,0,0,0,0,1,2,70.55,165.4,1,12.369709794437727,2-4yr,1,-1880.5499999999997
7321-VGNKU,0,0,1,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.35,120.25,0,1.17006237006237,0-1yr,0,-20.44999999999999
5327-CNLUQ,1,0,1,0,48.0,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,0,1.0397344331556182,2-4yr,4,-177.7500000000009
7552-KEYGT,1,0,1,0,27.0,1,0,2,1,1,1,1,1,1,2,0,0,19.55,520.55,0,1.0140236288540967,2-4yr,0,-7.300000000000068
5816-JMLGY,1,0,0,1,29.0,1,0,1,0,2,2,2,0,2,2,1,0,70.55,5717.85,0,0.3578180609844609,2-4yr,4,3671.9000000000005
3068-OMWZA,1,1,0,0,29.0,1,2,1,0,0,2,0,0,0,0,1,2,70.55,88.8,1,23.03997747747748,2-4yr,1,-1957.1499999999999
2927-QRRQV,1,0,1,0,46.0,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,0,1.0096,2-4yr,3,-41.400000000000546
6032-KRXXO,1,0,0,0,30.0,1,0,1,0,0,0,0,2,2,0,1,2,90.25,2755.35,1,0.9826337851815559,2-4yr,2,47.84999999999991
7459-RRWQZ,0,0,0,0,15.0,1,2,0,2,0,0,0,0,2,0,1,0,64.65,994.55,1,0.9750640993414108,1-2yr,2,24.79999999999984
6265-SXWBU,1,0,1,1,69.0,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,0,1.014666922633903,4-6yr,3,-95.5
7941-RCJOW,1,0,0,0,65.0,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1218.65,0,1.0427522258236572,4-6yr,0,-52.09999999999991
6374-NTQLP,1,1,0,1,29.0,1,0,1,2,0,2,2,0,2,2,1,1,70.55,7447.7,0,0.27470897055466786,2-4yr,4,5401.75
4154-AQUGT,1,1,1,0,13.0,1,0,1,0,2,0,2,0,2,0,1,0,89.05,1169.35,1,0.9899944413563092,1-2yr,3,11.700000000000045
2387-KDZQY,1,0,0,0,29.0,1,0,2,1,1,1,1,0,1,1,1,3,70.55,279.5,0,7.320035778175313,2-4yr,0,-1766.4499999999998
3584-WKTTW,1,0,1,0,29.0,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35,0,0.5655160960430743,2-4yr,5,2485.4000000000005
3399-BMLVW,1,0,1,1,51.0,1,0,0,2,2,0,2,0,0,2,0,1,60.5,3121.45,0,0.9884829165932499,4-6yr,3,35.94999999999982
1971-DTCZB,0,0,1,0,29.0,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6,0,0.4077466530624865,2-4yr,6,3831.05
3092-IGHWF,1,0,1,1,29.0,1,2,1,0,2,2,0,0,0,1,0,2,87.4,5918.8,1,0.42822869500574445,2-4yr,2,3384.2
3374-PZLXD,1,0,0,0,34.0,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,0,0.9914150384843102,2-4yr,0,5.800000000000068
3813-DHBBB,1,0,1,0,29.0,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7,0,0.4195558963000824,2-4yr,4,2044.1499999999996
2812-REYAT,1,0,0,0,29.0,1,0,1,1,1,1,1,0,1,1,1,0,70.55,923.1,0,2.216390423572744,2-4yr,0,-1122.85
6518-PPLMZ,1,0,0,1,29.0,1,0,1,1,1,1,1,0,1,2,1,3,70.55,1110.35,0,1.8426171927770525,2-4yr,0,-935.5999999999999
4939-KYYPY,1,0,0,0,29.0,1,2,0,0,0,2,2,0,0,0,0,2,70.55,1611.65,0,1.269475382372103,2-4yr,2,-434.2999999999997
8017-LXHFA,0,1,0,0,29.0,1,0,1,0,2,0,0,0,2,0,1,2,70.55,2293.6,1,0.8920256365538891,2-4yr,2,247.6500000000001
5930-GBIWP,1,0,0,0,69.0,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,0,1.0126502498536893,4-6yr,5,-70.25
6022-KOUQO,0,0,1,1,29.0,0,1,0,0,0,0,2,0,0,0,0,0,70.55,44.75,0,45.71955307262569,2-4yr,1,-2001.1999999999998
6352-TWCAU,0,0,0,0,35.0,1,2,1,0,0,0,0,2,0,0,1,2,86.45,3029.1,1,0.9988940609421941,2-4yr,1,3.349999999999909
2361-UPSND,0,0,1,0,46.0,1,0,0,2,2,0,2,0,2,1,0,3,70.6,3231.05,0,1.0051221739063152,2-4yr,4,-16.549999999999727
6035-RIIOM,0,0,0,0,29.0,1,2,1,0,2,0,0,0,2,2,1,0,70.55,5129.45,0,0.39886342590336193,2-4yr,2,3083.5
2929-QNSRW,0,0,1,0,56.0,1,2,1,0,2,0,0,2,2,1,1,2,98.25,5508.35,1,0.9988472046983216,4-6yr,3,6.350000000000364
1262-OPMFY,0,0,1,0,9.0,1,0,1,0,0,2,0,0,0,0,1,0,75.75,655.9,1,1.0394114956548255,0-1yr,1,-25.850000000000023
9504-DSHWM,1,0,0,0,20.0,1,2,0,2,0,0,2,0,0,0,0,0,59.2,1191.2,0,0.9939556749496307,1-2yr,2,7.2000000000000455
5035-BVCXS,1,0,0,0,11.0,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4,0,0.9636426592797784,0-1yr,1,31.499999999999886
6267-DCFFZ,0,1,1,0,30.0,1,2,1,0,2,0,0,2,0,0,1,2,90.05,2627.2,0,1.0282810596833132,2-4yr,2,-74.30000000000018
3533-UVMOM,1,0,1,0,68.0,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,0,1.0175368294509066,4-6yr,4,-83.15000000000055
2439-LYPMQ,1,1,1,0,29.0,1,2,1,0,2,2,0,2,2,0,1,2,102.6,4009.2,0,0.7421430709368452,2-4yr,4,1033.8000000000002
4248-QPAVC,0,1,1,0,17.0,1,2,1,2,0,2,0,0,0,0,1,0,85.35,1463.45,1,0.9914585397519559,1-2yr,2,12.500000000000227
1899-VXWXM,1,0,0,0,29.0,1,2,1,0,2,2,0,0,2,1,1,1,70.55,5082.8,1,0.40252419926025024,2-4yr,3,3036.8500000000004
1478-VPOAD,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0,1.0,0-1yr,0,0.0
9995-HOTOH,1,0,0,1,29.0,0,1,1,2,2,2,0,0,2,2,0,2,70.55,3707.6,0,0.5518259790700183,2-4yr,4,1661.65
2988-PLAHS,0,0,0,0,3.0,1,0,0,0,0,2,0,2,2,1,1,2,69.95,220.45,0,0.9519165343615332,0-1yr,3,10.599999999999966
1371-OJCEK,0,0,0,0,48.0,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,0,1.030960571579783,2-4yr,0,-35.100000000000136
4999-IEZLT,1,0,0,0,66.0,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,0,0.9801074048861659,4-6yr,1,39.450000000000045
8883-ANODQ,0,0,1,1,68.0,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75,0,0.9986862139470135,4-6yr,2,7.549999999999272
4690-LLKUA,1,1,0,0,17.0,1,0,0,0,0,0,0,0,0,0,1,2,45.05,770.6,1,0.9938359719698936,1-2yr,0,4.750000000000114
2351-RRBUE,0,0,1,1,7.0,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05,0,1.0783289817232373,0-1yr,0,-10.499999999999972
5980-BDHPY,1,0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,0,87.1,6230.1,0,1.0065970048634854,4-6yr,6,-41.099999999999454
1498-DQNRX,0,0,1,0,29.0,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05,0,1.004537125905244,2-4yr,0,-2.6000000000001364
9469-WEJBT,1,0,0,0,29.0,1,0,1,0,0,2,2,0,2,0,1,2,70.55,3419.3,0,0.5983534641593308,2-4yr,3,1373.3500000000004
3331-HQDTW,0,0,0,0,34.0,1,2,1,2,2,2,0,2,2,0,1,3,109.8,3587.25,1,1.0406857620740122,2-4yr,5,-145.94999999999982
9490-DFPMD,0,1,0,0,42.0,1,2,1,0,0,0,0,2,0,0,1,2,84.65,3541.35,1,1.0039391757380662,2-4yr,1,-13.950000000000273
2581-VKIRT,0,0,1,1,59.0,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,0,1.016625891142504,4-6yr,3,-63.19999999999982
5442-XSDCW,1,0,1,1,11.0,1,0,1,0,0,0,0,2,0,0,1,0,79.5,868.5,1,1.0069084628670122,0-1yr,1,-6.0
7426-WEIJX,1,1,1,1,60.0,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1,0,0.9995678212014572,4-6yr,1,2.100000000000364
2851-MMUTZ,0,0,0,0,29.0,1,0,0,0,2,0,2,0,0,0,1,3,56.15,1439.35,0,1.131309271546184,2-4yr,2,-189.0
3049-NDXFL,1,0,0,0,29.0,1,2,1,0,0,0,0,0,2,0,0,3,70.55,85.8,1,23.845571095571096,2-4yr,1,-1960.1499999999999
8580-AECUZ,1,1,0,0,1.0,1,0,1,0,0,0,0,2,0,0,1,2,79.1,79.1,1,1.0,0-1yr,1,0.0
3307-TLCUD,1,0,0,0,29.0,0,1,1,2,0,2,0,0,0,0,0,3,70.55,592.75,0,3.4516237874314633,2-4yr,2,-1453.1999999999998
6625-FLENO,1,0,1,0,58.0,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1185.95,0,1.0147982629959102,4-6yr,0,-17.549999999999955
